;class;message;not_stemmed;stemmed
158;ham;Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?;hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of me are you missing me;hello love get interview today happi good boy think miss
159;spam;Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery;customer service announcement you have a new years delivery waiting for you please call phonenumber now to arrange delivery;custom servic announc new year deliveri wait pleas call phonenumb arrang deliveri
160;spam;You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810;you are a winner you have been specially selected number receive moneysymb number cash or a number holiday flights inc speak to a live operator number claim number;winner special select number receiv moneysymb number cash number holiday flight inc speak live oper number claim number
161;ham;Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life;keep yourself safe for me because i need you and i miss you already and i envy everyone that see s you in real life;keep safe need miss alreadi envi everyon see real life
162;ham;New car and house for my parents.:)i have only new job in hand:);new car and house for my parents i have only new job in hand;new car hous parent new job hand
163;ham;I'm so in love with you. I'm excited each day i spend with you. You make me so happy.;i m so in love with you i m excited each day i spend with you you make me so happy;love excit day spend make happi
164;spam;-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468;pls stop bootydelious number f is inviting you to be her friend reply yes number or no number see her httpaddr stop send stop find to number;pl stop bootydeli number f invit friend repli ye number number see httpaddr stop send stop find number
165;spam;BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu;bangbabes ur order is on the way you should receive a service msg number download ur content if you do not goto was bang tv on ur mobile internet service menu;bangbab ur order way receiv servic msg number download ur content goto bang tv ur mobil internet servic menu
166;ham;I place all ur points on e cultures module already.;i place all ur points on e cultures module already;place ur point e cultur modul alreadi
167;spam;URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only;urgent we are trying to contact you last weekends draw shows that you have won a moneysymb number prize guaranteed call number claim code s number valid number hrs only;urgent tri contact last weekend draw show moneysymb number prize guarante call number claim code number valid number hr
168;ham;Hi frnd, which is best way to avoid missunderstding wit our beloved one's?;hi find which is best way to avoid missunderstding wit our beloved one s;hi find best way avoid missunderstd wit belov one
169;ham;Great escape. I fancy the bridge but needs her lager. See you tomo ;great escape i fancy the bridge but needs her lager see you tomo;great escap fanci bridg need lager see tomo
170;ham;Yes :)it completely in out of form:)clark also utter waste.;yes it completely in out of form clark also utter waste;ye complet form clark also utter wast
171;ham;Sir, I need AXIS BANK account no and bank address.;sir i need axis bank account no and bank address;sir need axi bank account bank address
172;ham;Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ;hmmm the sure got time to hop and ya can go number free at mum call you to discuss liam;hmmm sure got time hop ya go number free mum call discuss liam
173;ham;What time you coming down later? ;what time you coming down later;time come later
174;ham;Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ;bloody hell cant believe you forgot my surname mr ill give you a clue its spanish and begins with m;bloodi hell cant believ forgot surnam mr ill give clue spanish begin
175;ham;Well, i'm gonna finish my bath now. Have a good...fine night.;well i m gonna finish my bath now have a good fine night;well gonna finish bath good fine night
176;ham;Let me know when you've got the money so carlos can make the call;let me know when you ve got the money so carlos can make the call;let know got money carlo make call
177;ham;U still going to the mall?;u still going to the mall;u still go mall
178;ham;"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth";turns out my friends are staying for the whole show and won t be back til lt gt so feel free to go ahead and smoke that moneysymb lt gt worth;turn friend stay whole show back til lt gt feel free go ahead smoke moneysymb lt gt worth
179;ham;Text her. If she doesnt reply let me know so i can have her log in;text her if she does reply let me know so i can have her log in;text repli let know log
180;ham;Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.;hi you just spoke to mansha v we d like to know if you were satisfied with the experience reply toll free with yes or no;hi spoke mansha v like know satisfi experi repli toll free ye
181;ham;You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend;you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr number weekend;lift hope offer money need especi end month approach hurt studi anyway gr number weekend
182;ham;Lol no. U can trust me.;lol no you can trust me;lol trust
183;ham;ok. I am a gentleman and will treat you with dignity and respect.;ok i am a gentleman and will treat you with dignity and respect;ok gentleman treat digniti respect
184;ham;He will, you guys close?;he will you guys close;guy close
185;ham;Going on nothing great.bye;going on nothing httpaddr;go noth httpaddr
186;ham;Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?;hello handsome are you finding that job not being lazy working towards getting back that net for mummy where s my bottom now does he miss me;hello handsom find job lazi work toward get back net mummi bottom miss
187;ham;Haha awesome, be there in a minute;aha awesome be there in a minute;aha awesom minut
188;spam;Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!;please call our customer service representative on freephone number number number between number am number pm as you have won a guaranteed moneysymb number cash or moneysymb number prize;pleas call custom servic repres freephon number number number number number pm guarante moneysymb number cash moneysymb number prize
